#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
CI  beta       901.000       17.930423
CI  beta       902.000       17.871332
CI  beta       903.000       17.812241
CI  beta       904.000       17.752775
CI  beta       905.000       17.694058
CI  beta       906.000       17.636089
CI  beta       907.000       17.577372
CI  beta       908.000       17.519403
CI  beta       909.000       17.462182
CI  beta       910.000       17.404586
CI  beta       911.000       17.347365
CI  beta       912.000       17.290144
CI  beta       913.000       17.233671
CI  beta       914.000       17.177198
CI  beta       915.000       17.120725
CI  beta       916.000       17.065373
CI  beta       917.000       17.009648
CI  beta       918.000       16.953923
CI  beta       919.000       16.898572
CI  beta       920.000       16.843595
CI  beta       921.000       16.788991
CI  beta       922.000       16.734388
CI  beta       923.000       16.680159
CI  beta       924.000       16.625930
CI  beta       925.000       16.572074
CI  beta       926.000       16.518967
CI  beta       927.000       16.465486
CI  beta       928.000       16.412379
CI  beta       929.000       16.359272
CI  beta       930.000       16.306538
CI  beta       931.000       16.254553
CI  beta       932.000       16.202194
CI  beta       933.000       16.150209
CI  beta       934.000       16.098223
CI  beta       935.000       16.046612
CI  beta       936.000       15.995375
CI  beta       937.000       15.944512
CI  beta       938.000       15.893648
CI  beta       939.000       15.842785
CI  beta       940.000       15.792296
CI  beta       941.000       15.742180
CI  beta       942.000       15.692065
CI  beta       943.000       15.642324
CI  beta       944.000       15.592957
CI  beta       945.000       15.543215
CI  beta       946.000       15.493848
CI  beta       947.000       15.444855
CI  beta       948.000       15.396609
CI  beta       949.000       15.347990
CI  beta       950.000       15.299371
CI  beta       951.000       15.251126
CI  beta       952.000       15.203254
CI  beta       953.000       15.155757
CI  beta       954.000       15.107886
CI  beta       955.000       15.060388
CI  beta       956.000       15.013265
CI  beta       957.000       14.966516
CI  beta       958.000       14.919766
CI  beta       959.000       14.873017
CI  beta       960.000       14.827016
CI  beta       961.000       14.780640
CI  beta       962.000       14.734265
CI  beta       963.000       14.688638
CI  beta       964.000       14.643384
CI  beta       965.000       14.597757
CI  beta       966.000       14.552504
CI  beta       967.000       14.507624
CI  beta       968.000       14.462371
CI  beta       969.000       14.417866
CI  beta       970.000       14.373360
CI  beta       971.000       14.328855
CI  beta       972.000       14.285098
CI  beta       973.000       14.240966
CI  beta       974.000       14.196835
CI  beta       975.000       14.153825
CI  beta       976.000       14.110442
CI  beta       977.000       14.066685
CI  beta       978.000       14.023675
CI  beta       979.000       13.981040
CI  beta       980.000       13.938405
CI  beta       981.000       13.895769
CI  beta       982.000       13.853508
CI  beta       983.000       13.811246
CI  beta       984.000       13.768985
CI  beta       985.000       13.727098
CI  beta       986.000       13.685584
CI  beta       987.000       13.644071
CI  beta       988.000       13.602931
CI  beta       989.000       13.561792
CI  beta       990.000       13.520279
CI  beta       991.000       13.479513
CI  beta       992.000       13.439122
CI  beta       993.000       13.398730
CI  beta       994.000       13.358339
CI  beta       995.000       13.317948
CI  beta       996.000       13.277930
CI  beta       997.000       13.237913
CI  beta       998.000       13.198269
CI  beta       999.000       13.159000
CI  beta       1000.00       13.119356
