#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
CI  delta       895.000       36.464847
CI  delta       896.000       36.342925
CI  delta       897.000       36.222124
CI  delta       898.000       36.100950
CI  delta       899.000       35.980898
CI  delta       900.000       35.861594
CI  delta       901.000       35.742663
CI  delta       902.000       35.624107
CI  delta       903.000       35.506299
CI  delta       904.000       35.388865
CI  delta       905.000       35.271430
CI  delta       906.000       35.155492
CI  delta       907.000       35.039554
CI  delta       908.000       34.923989
CI  delta       909.000       34.809547
CI  delta       910.000       34.694731
CI  delta       911.000       34.581036
CI  delta       912.000       34.467342
CI  delta       913.000       34.354395
CI  delta       914.000       34.242571
CI  delta       915.000       34.130373
CI  delta       916.000       34.019296
CI  delta       917.000       33.908220
CI  delta       918.000       33.797518
CI  delta       919.000       33.687563
CI  delta       920.000       33.577983
CI  delta       921.000       33.469150
CI  delta       922.000       33.360318
CI  delta       923.000       33.252233
CI  delta       924.000       33.144897
CI  delta       925.000       33.037561
CI  delta       926.000       32.931346
CI  delta       927.000       32.824758
CI  delta       928.000       32.718917
CI  delta       929.000       32.613825
CI  delta       930.000       32.508732
CI  delta       931.000       32.404762
CI  delta       932.000       32.300417
CI  delta       933.000       32.196821
CI  delta       934.000       32.093598
CI  delta       935.000       31.991124
CI  delta       936.000       31.889023
CI  delta       937.000       31.787297
CI  delta       938.000       31.685944
CI  delta       939.000       31.584966
CI  delta       940.000       31.484361
CI  delta       941.000       31.384504
CI  delta       942.000       31.285022
CI  delta       943.000       31.185539
CI  delta       944.000       31.086805
CI  delta       945.000       30.988070
CI  delta       946.000       30.890458
CI  delta       947.000       30.792845
CI  delta       948.000       30.695980
CI  delta       949.000       30.599116
CI  delta       950.000       30.502625
CI  delta       951.000       30.406883
CI  delta       952.000       30.311140
CI  delta       953.000       30.216145
CI  delta       954.000       30.121151
CI  delta       955.000       30.026904
CI  delta       956.000       29.933031
CI  delta       957.000       29.839533
CI  delta       958.000       29.746782
CI  delta       959.000       29.653657
CI  delta       960.000       29.561281
CI  delta       961.000       29.469278
CI  delta       962.000       29.377649
CI  delta       963.000       29.286395
CI  delta       964.000       29.195888
CI  delta       965.000       29.105381
CI  delta       966.000       29.014875
CI  delta       967.000       28.925490
CI  delta       968.000       28.835731
CI  delta       969.000       28.746721
CI  delta       970.000       28.658458
CI  delta       971.000       28.569821
CI  delta       972.000       28.481932
CI  delta       973.000       28.394792
CI  delta       974.000       28.307277
CI  delta       975.000       28.220510
CI  delta       976.000       28.134117
CI  delta       977.000       28.047725
CI  delta       978.000       27.962080
CI  delta       979.000       27.876809
CI  delta       980.000       27.791912
CI  delta       981.000       27.707016
CI  delta       982.000       27.622493
CI  delta       983.000       27.538344
CI  delta       984.000       27.454569
CI  delta       985.000       27.371168
CI  delta       986.000       27.288516
CI  delta       987.000       27.205863
CI  delta       988.000       27.123210
CI  delta       989.000       27.041305
CI  delta       990.000       26.959400
CI  delta       991.000       26.878244
CI  delta       992.000       26.797461
CI  delta       993.000       26.716678
CI  delta       994.000       26.636269
CI  delta       995.000       26.555860
CI  delta       996.000       26.476199
CI  delta       997.000       26.396912
CI  delta       998.000       26.317626
CI  delta       999.000       26.239087
CI  delta       1000.00       26.160548
