#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
HI  alpha       769.000       14.432361
HI  alpha       770.000       14.376290
HI  alpha       771.000       14.320593
HI  alpha       772.000       14.265269
HI  alpha       773.000       14.209946
HI  alpha       774.000       14.154622
HI  alpha       775.000       14.100046
HI  alpha       776.000       14.045844
HI  alpha       777.000       13.991642
HI  alpha       778.000       13.937813
HI  alpha       779.000       13.883985
HI  alpha       780.000       13.830904
HI  alpha       781.000       13.778197
HI  alpha       782.000       13.725116
HI  alpha       783.000       13.672409
HI  alpha       784.000       13.620450
HI  alpha       785.000       13.568491
HI  alpha       786.000       13.516905
HI  alpha       787.000       13.465320
HI  alpha       788.000       13.414108
HI  alpha       789.000       13.363270
HI  alpha       790.000       13.312432
HI  alpha       791.000       13.262342
HI  alpha       792.000       13.211878
HI  alpha       793.000       13.162535
HI  alpha       794.000       13.112445
HI  alpha       795.000       13.063102
HI  alpha       796.000       13.014133
HI  alpha       797.000       12.965164
HI  alpha       798.000       12.916195
HI  alpha       799.000       12.868348
HI  alpha       800.000       12.819753
HI  alpha       801.000       12.771905
HI  alpha       802.000       12.724432
HI  alpha       803.000       12.676958
HI  alpha       804.000       12.629484
HI  alpha       805.000       12.582758
HI  alpha       806.000       12.535659
HI  alpha       807.000       12.489680
HI  alpha       808.000       12.442954
HI  alpha       809.000       12.396976
HI  alpha       810.000       12.351371
HI  alpha       811.000       12.305766
HI  alpha       812.000       12.260162
HI  alpha       813.000       12.214931
HI  alpha       814.000       12.170074
HI  alpha       815.000       12.125591
HI  alpha       816.000       12.080734
HI  alpha       817.000       12.036625
HI  alpha       818.000       11.992889
HI  alpha       819.000       11.948780
HI  alpha       820.000       11.905044
HI  alpha       821.000       11.861682
HI  alpha       822.000       11.818321
HI  alpha       823.000       11.775333
HI  alpha       824.000       11.732718
HI  alpha       825.000       11.690104
HI  alpha       826.000       11.647864
HI  alpha       827.000       11.605624
HI  alpha       828.000       11.563383
HI  alpha       829.000       11.521891
HI  alpha       830.000       11.480024
HI  alpha       831.000       11.438905
HI  alpha       832.000       11.397786
HI  alpha       833.000       11.356667
HI  alpha       834.000       11.315922
HI  alpha       835.000       11.275177
HI  alpha       836.000       11.235180
HI  alpha       837.000       11.194808
HI  alpha       838.000       11.154437
HI  alpha       839.000       11.115187
HI  alpha       840.000       11.075190
HI  alpha       841.000       11.035940
HI  alpha       842.000       10.996690
HI  alpha       843.000       10.957440
HI  alpha       844.000       10.918564
HI  alpha       845.000       10.880062
HI  alpha       846.000       10.841560
HI  alpha       847.000       10.803057
HI  alpha       848.000       10.764929
