#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
CI  alpha       846.000       10.846965
CI  alpha       847.000       10.808444
CI  alpha       848.000       10.770296
CI  alpha       849.000       10.732523
CI  alpha       850.000       10.694375
CI  alpha       851.000       10.656976
CI  alpha       852.000       10.619577
CI  alpha       853.000       10.582177
CI  alpha       854.000       10.545152
CI  alpha       855.000       10.508126
CI  alpha       856.000       10.471101
CI  alpha       857.000       10.434823
CI  alpha       858.000       10.398546
CI  alpha       859.000       10.361894
CI  alpha       860.000       10.325991
CI  alpha       861.000       10.290087
CI  alpha       862.000       10.254558
CI  alpha       863.000       10.218654
CI  alpha       864.000       10.183499
CI  alpha       865.000       10.147969
CI  alpha       866.000       10.112814
CI  alpha       867.000       10.078032
CI  alpha       868.000       10.043625
CI  alpha       869.000       10.008469
CI  alpha       870.000       9.9744358
CI  alpha       871.000       9.9396543
CI  alpha       872.000       9.9059948
CI  alpha       873.000       9.8715873
CI  alpha       874.000       9.8379278
CI  alpha       875.000       9.8046423
CI  alpha       876.000       9.7706088
CI  alpha       877.000       9.7373233
CI  alpha       878.000       9.7044117
CI  alpha       879.000       9.6711262
CI  alpha       880.000       9.6382147
CI  alpha       881.000       9.6053032
CI  alpha       882.000       9.5731396
CI  alpha       883.000       9.5402281
CI  alpha       884.000       9.5080646
CI  alpha       885.000       9.4759010
CI  alpha       886.000       9.4437375
CI  alpha       887.000       9.4119480
CI  alpha       888.000       9.3801584
CI  alpha       889.000       9.3487429
CI  alpha       890.000       9.3173273
CI  alpha       891.000       9.2855378
CI  alpha       892.000       9.2548702
CI  alpha       893.000       9.2234547
CI  alpha       894.000       9.1927871
CI  alpha       895.000       9.1621196
CI  alpha       896.000       9.1310780
CI  alpha       897.000       9.1011585
CI  alpha       898.000       9.0704909
CI  alpha       899.000       9.0401973
CI  alpha       900.000       9.0102778
CI  alpha       901.000       8.9799842
CI  alpha       902.000       8.9504386
CI  alpha       903.000       8.9208931
CI  alpha       904.000       8.8913475
CI  alpha       905.000       8.8614279
CI  alpha       906.000       8.8326303
CI  alpha       907.000       8.8034588
CI  alpha       908.000       8.7739132
CI  alpha       909.000       8.7454896
CI  alpha       910.000       8.7166920
CI  alpha       911.000       8.6878944
CI  alpha       912.000       8.6594708
CI  alpha       913.000       8.6306733
CI  alpha       914.000       8.6029977
CI  alpha       915.000       8.5742001
CI  alpha       916.000       8.5465245
CI  alpha       917.000       8.5188489
CI  alpha       918.000       8.4907993
CI  alpha       919.000       8.4631237
CI  alpha       920.000       8.4354481
CI  alpha       921.000       8.4081465
CI  alpha       922.000       8.3808449
CI  alpha       923.000       8.3535433
CI  alpha       924.000       8.3266157
CI  alpha       925.000       8.2993141
CI  alpha       926.000       8.2727604
CI  alpha       927.000       8.2462068
CI  alpha       928.000       8.2192792
CI  alpha       929.000       8.1930996
CI  alpha       930.000       8.1661720
CI  alpha       931.000       8.1403664
CI  alpha       932.000       8.1141867
CI  alpha       933.000       8.0880071
CI  alpha       934.000       8.0622015
CI  alpha       935.000       8.0360219
CI  alpha       936.000       8.0105902
CI  alpha       937.000       7.9847846
CI  alpha       938.000       7.9597270
CI  alpha       939.000       7.9339213
CI  alpha       940.000       7.9088637
CI  alpha       941.000       7.8834321
CI  alpha       942.000       7.8587484
CI  alpha       943.000       7.8333168
CI  alpha       944.000       7.8090071
CI  alpha       945.000       7.7839495
CI  alpha       946.000       7.7592659
CI  alpha       947.000       7.7345822
CI  alpha       948.000       7.7102726
CI  alpha       949.000       7.6863369
CI  alpha       950.000       7.6616533
CI  alpha       951.000       7.6377176
CI  alpha       952.000       7.6134080
CI  alpha       953.000       7.5898463
CI  alpha       954.000       7.5659107
CI  alpha       955.000       7.5419750
CI  alpha       956.000       7.5184133
CI  alpha       957.000       7.4948517
CI  alpha       958.000       7.4716640
CI  alpha       959.000       7.4481024
CI  alpha       960.000       7.4249147
CI  alpha       961.000       7.4021010
CI  alpha       962.000       7.3785394
CI  alpha       963.000       7.3557257
CI  alpha       964.000       7.3329120
CI  alpha       965.000       7.3104723
CI  alpha       966.000       7.2872847
CI  alpha       967.000       7.2652190
CI  alpha       968.000       7.2424053
CI  alpha       969.000       7.2199657
CI  alpha       970.000       7.1979000
CI  alpha       971.000       7.1754603
CI  alpha       972.000       7.1533946
CI  alpha       973.000       7.1317029
CI  alpha       974.000       7.1092633
CI  alpha       975.000       7.0875716
CI  alpha       976.000       7.0662539
CI  alpha       977.000       7.0441882
CI  alpha       978.000       7.0224965
CI  alpha       979.000       7.0011788
CI  alpha       980.000       6.9798611
CI  alpha       981.000       6.9585434
CI  alpha       982.000       6.9372257
CI  alpha       983.000       6.9162820
CI  alpha       984.000       6.8949644
CI  alpha       985.000       6.8740207
CI  alpha       986.000       6.8530770
CI  alpha       987.000       6.8325073
CI  alpha       988.000       6.8115636
CI  alpha       989.000       6.7913678
CI  alpha       990.000       6.7704242
CI  alpha       991.000       6.7498544
CI  alpha       992.000       6.7296587
CI  alpha       993.000       6.7094630
CI  alpha       994.000       6.6892673
CI  alpha       995.000       6.6690716
CI  alpha       996.000       6.6488759
CI  alpha       997.000       6.6290542
CI  alpha       998.000       6.6088585
CI  alpha       999.000       6.5894108
CI  alpha       1000.00       6.5695891
