#SPECIES-NAME,  TRANSITION-TYPE,  N-LEVEL,  FREQUENCY-[MHZ]
CI  gamma       846.000       32.425705
CI  gamma       847.000       32.311263
CI  gamma       848.000       32.197195
CI  gamma       849.000       32.083874
CI  gamma       850.000       31.970928
CI  gamma       851.000       31.858730
CI  gamma       852.000       31.746905
CI  gamma       853.000       31.635455
CI  gamma       854.000       31.524378
CI  gamma       855.000       31.414050
CI  gamma       856.000       31.304470
CI  gamma       857.000       31.195263
CI  gamma       858.000       31.086431
CI  gamma       859.000       30.977972
CI  gamma       860.000       30.870636
CI  gamma       861.000       30.763299
CI  gamma       862.000       30.656711
CI  gamma       863.000       30.550122
CI  gamma       864.000       30.444282
CI  gamma       865.000       30.338816
CI  gamma       866.000       30.234471
CI  gamma       867.000       30.130127
CI  gamma       868.000       30.026530
CI  gamma       869.000       29.922560
CI  gamma       870.000       29.820085
CI  gamma       871.000       29.717237
CI  gamma       872.000       29.615510
CI  gamma       873.000       29.514157
CI  gamma       874.000       29.413179
CI  gamma       875.000       29.312574
CI  gamma       876.000       29.212344
CI  gamma       877.000       29.112861
CI  gamma       878.000       29.013753
CI  gamma       879.000       28.914644
CI  gamma       880.000       28.816658
CI  gamma       881.000       28.718671
CI  gamma       882.000       28.621432
CI  gamma       883.000       28.524194
CI  gamma       884.000       28.427703
CI  gamma       885.000       28.331587
CI  gamma       886.000       28.235844
CI  gamma       887.000       28.140849
CI  gamma       888.000       28.046229
CI  gamma       889.000       27.951608
CI  gamma       890.000       27.857735
CI  gamma       891.000       27.763863
CI  gamma       892.000       27.671112
CI  gamma       893.000       27.578361
CI  gamma       894.000       27.485985
CI  gamma       895.000       27.394356
CI  gamma       896.000       27.302727
CI  gamma       897.000       27.211847
CI  gamma       898.000       27.120966
CI  gamma       899.000       27.030459
CI  gamma       900.000       26.940701
CI  gamma       901.000       26.851316
CI  gamma       902.000       26.762679
CI  gamma       903.000       26.673668
CI  gamma       904.000       26.585406
CI  gamma       905.000       26.497517
CI  gamma       906.000       26.410002
CI  gamma       907.000       26.322862
CI  gamma       908.000       26.236095
CI  gamma       909.000       26.150076
CI  gamma       910.000       26.064057
CI  gamma       911.000       25.978039
CI  gamma       912.000       25.893142
CI  gamma       913.000       25.807871
CI  gamma       914.000       25.723722
CI  gamma       915.000       25.639573
CI  gamma       916.000       25.556173
CI  gamma       917.000       25.472772
CI  gamma       918.000       25.389371
CI  gamma       919.000       25.306718
CI  gamma       920.000       25.224439
CI  gamma       921.000       25.142535
CI  gamma       922.000       25.061004
CI  gamma       923.000       24.979473
CI  gamma       924.000       24.898690
CI  gamma       925.000       24.818281
CI  gamma       926.000       24.738246
CI  gamma       927.000       24.658586
CI  gamma       928.000       24.578551
CI  gamma       929.000       24.499638
CI  gamma       930.000       24.420725
CI  gamma       931.000       24.342560
CI  gamma       932.000       24.264395
CI  gamma       933.000       24.186230
CI  gamma       934.000       24.108814
CI  gamma       935.000       24.031397
CI  gamma       936.000       23.955102
CI  gamma       937.000       23.878433
CI  gamma       938.000       23.802512
CI  gamma       939.000       23.726217
CI  gamma       940.000       23.651044
CI  gamma       941.000       23.575497
CI  gamma       942.000       23.501072
CI  gamma       943.000       23.426273
CI  gamma       944.000       23.352223
CI  gamma       945.000       23.277798
CI  gamma       946.000       23.204121
CI  gamma       947.000       23.131192
CI  gamma       948.000       23.058263
CI  gamma       949.000       22.985708
CI  gamma       950.000       22.912779
CI  gamma       951.000       22.840972
CI  gamma       952.000       22.769165
CI  gamma       953.000       22.697732
CI  gamma       954.000       22.626299
CI  gamma       955.000       22.555240
CI  gamma       956.000       22.484929
CI  gamma       957.000       22.414618
CI  gamma       958.000       22.344681
CI  gamma       959.000       22.275118
CI  gamma       960.000       22.205555
CI  gamma       961.000       22.136366
CI  gamma       962.000       22.067177
CI  gamma       963.000       21.999110
CI  gamma       964.000       21.930669
CI  gamma       965.000       21.862976
CI  gamma       966.000       21.794909
CI  gamma       967.000       21.727590
CI  gamma       968.000       21.660271
CI  gamma       969.000       21.593326
CI  gamma       970.000       21.526755
CI  gamma       971.000       21.460558
CI  gamma       972.000       21.394361
CI  gamma       973.000       21.328538
CI  gamma       974.000       21.263089
CI  gamma       975.000       21.198014
CI  gamma       976.000       21.132939
CI  gamma       977.000       21.067864
CI  gamma       978.000       21.003536
CI  gamma       979.000       20.939583
CI  gamma       980.000       20.875630
CI  gamma       981.000       20.812051
CI  gamma       982.000       20.748472
CI  gamma       983.000       20.685267
CI  gamma       984.000       20.622062
CI  gamma       985.000       20.559605
CI  gamma       986.000       20.497148
CI  gamma       987.000       20.435439
CI  gamma       988.000       20.373356
CI  gamma       989.000       20.311646
CI  gamma       990.000       20.249937
CI  gamma       991.000       20.188976
CI  gamma       992.000       20.128389
CI  gamma       993.000       20.067802
CI  gamma       994.000       20.007215
CI  gamma       995.000       19.947002
CI  gamma       996.000       19.886789
CI  gamma       997.000       19.827323
CI  gamma       998.000       19.767858
CI  gamma       999.000       19.708767
CI  gamma       1000.00       19.649676
